SSN,Longitude,Latitude,Region,Country,Site,Cluster,Plot,Depth,Clay_2um,Clay_8um,Clay_20um,Clay_63um,Total_C,CORG,CINORG,Total_N,pH,Am_Ox_Al,Am_Ox_Fe,Am_Ox_Mn,Am_Ox_P,Olsen_P,pbi,Caex,Kex,Mgex,Naex,eCEC,Al,Ca,Co,Cr,Cu,Fe,K,Mg,Mn,Na,Ni,P,Pb,S,Zn,VegStructure,Date,Altitude,Accuracy,SlopeDn,SlopeUp,MajLform,LformDes,PosTopoSeq,ArtSurface,VegCovLT40,PlotFlood,PlotCultMgd,Trees,Shrubs,Graminoids,Forbs,VegOther,Broadleaf,Needleleaf,Allophytic,Evergreen,Deciduous,WdCovRate1,WdCovRate2,WdCovRate3,WdCovRate4,HerbCovRate1,HerbCovRate2,HerbCovRate3,HerbCovRate4,VegStrataDescr,SameLanduse90,UseFoodBeverage,UseForage,UseTimberFuelwood,UseOther,LandUseHistory,RockCover1,RockCover2,RockCover3,RockCover4,Erosion1,Erosion2,Erosion3,Erosion4,SoilConservation,SWCStructures,SWCDescr,AugDepth1,AugDepth2,AugDepth3,AugDepth4,Notes,Delta14C,Delta14C_err,F14C,F14C_err,TurnoverTime,Delta13C,SSN.XRPD,Quartz,Clay_1_1,Clay_2_1,Amorphous,Pedogenic_Oxides,Feldspars,LIG_N,SoilTMP_C,SoilMoi_kgm2,SoilMoi_m3m3,Litterfall.gC.m2.yr,Litterroot.gC.m2.yr,NPP.gC.m2.yr,NPP.gC.m2.d,clay_extracted,bd_extracted,silt_extracted,MAT,MAP,PET,npp_modis,socs,sm,stemp
icr038118,39.5773468,11.28125763,East Africa,Ethiopia,Kutaber,2,1,Topsoil,25.647,56.542,70.3995,85.179,1.04,1.04,0,0.08,6.59,2695.504,10540.9,747.134,599.586,2.94,120.34,36.63,0.24058415,17.55162475,0.158208026,57.44807897,56571.92,12595.69435,35.43391059,63.68331356,36.80673451,68147.62978,856.3787487,15022.1273,1166.98227,787.7285371,43.09672006,756.9129655,3.172493728,84.928062,69.69981123,Grassland,17-02-11,2837,2.5,10,9,Sloping,Medium gradient mountain,Midslope,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,the area is a grass land. there are eucalyptus trees around it,No,0,1,0,0,the area has beenpartly used for farming befoee 3 years. currently it is fully a grazing land.,1,1,1,1,Sheet,Sheet,Sheet,Sheet,None,0,,50,50,50,50,,NA,NA,NA,NA,NA,NA,icr038118,0.5077,0,54.3353,0,1.7105,17.444,10.31141061,19.30201912,242.2632428,0.271334832,260.62,65.155,325.775,0.892534247,31,1.12,29,14.38333325,960,1680,1.142271429,2.3296,0.268435687,21.27702141
icr038142,39.57203674,11.3087883,East Africa,Ethiopia,Kutaber,3,5,Topsoil,32.175,58.342,69.445,80.059,2.08,2.08,0,0.18,6.64,2735.424,7611.473,896.638,1542.255,50.96,163.25,26.88,1.894079027,8.495316348,0.039979608,36.33410079,46463.76175,11310.20916,34.30810502,30.14100272,26.5455386,68035.26693,5831.601674,12212.54622,1570.976386,413.3865332,42.07121388,1754.058125,7.812234709,204.3704805,110.6773876,Grassland,18-02-11,2530,2,35,35,Steep,Mountainous highland,Midslope,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,4,0,5,5,5,5,hillside cove ed with grasses; short; forbs; and very few trees.,Yes,0,1,0,0,it is covered with grasswes and forbs with few trees for more than 20 years.,3,3,3,3,Gully/Mass,Gully/Mass,Gully/Mass,Gully/Mass,None,0,,5,20,5,0,sub-plot 4 is totally rocky.,NA,NA,NA,NA,NA,NA,icr038138,2.432,5.6227,34.5371,0,5.5149,28.5301,10.31141061,19.30201912,242.2632428,0.271334832,260.62,64.26246527,324.8824653,0.890088946,35,1.12,28,15.74999994,925,1749,0.931385714,4.6592,0.268435687,21.27702141
icr038147,39.57326889,11.30547237,East Africa,Ethiopia,Kutaber,3,8,Topsoil,29.859,64.889,77.681,88.845,1.82,1.82,0,0.15,6.38,2891.824,5773.731,977.774,376.481,20.46,135.24,25.84,1.460693816,9.235350051,0.688195172,36.43632386,57313.87322,9348.874922,21.8794019,23.00569649,14.22667533,49823.79035,4966.189674,7529.1174,1578.509634,347.2643422,26.68686886,525.8930114,11.08070856,165.6454714,107.4898905,Cropland,18-02-11,2642,2,15,16,Sloping,Mountainous highland,Midslope,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,5,2,1,"crop land , harvested Teff and very rocky",Yes,1,1,0,0,grazing land but has been under Teff and other spices for many years,2,2,2,3,Sheet,Sheet,Sheet,Sheet,None,0,,20,20,40,50,,-8.3,2.1,1.0001,0.0021,327,-16.32,icr038138,2.432,5.6227,34.5371,0,5.5149,28.5301,9.277812168,19.30201912,242.2632428,0.276180097,260.62,176.8798037,437.4998037,1.198629599,34,1.14,29,15.16666671,926,1719,0.931385714,4.1496,0.268435687,21.27702141
icr038154,39.57241058,11.32647038,East Africa,Ethiopia,Kutaber,4,3,Topsoil,53.331,79.674,90.923,96.23,1.79,1.79,0,0.16,6.52,3053.377,7179.944,1045.542,612.581,17.82,136.88,26.57,0.542754991,10.01446731,0.345722036,40.37023166,60423.90499,9574.825413,24.84911039,30.55827233,14.69223306,62665.8861,3672.163035,7812.323274,1703.414622,254.2035856,30.66356532,695.6427196,10.37571367,156.1346975,113.7544334,Cropland,21-02-11,2672,2.2,25,25,Steep,High gradient mountain,Midslope,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,"few hubs and emhacho ,azamere  on steep hillswith rocks",Yes,1,0,0,0,"sorghoum,maiz  and teff planted previously  and land is waiting for the next seasons",3,3,3,3,Rill,Rill,Rill,Rill,None,0,,23,45,30,20,,NA,NA,NA,NA,NA,NA,icr038154,5.3603,12.596,36.6083,5.8774,1.9613,16.7371,9.277812168,19.30201912,242.2632428,0.278602729,260.62,62.49561351,323.1156135,0.885248256,33,1.15,30,15.22083328,917,1737,0.869757143,4.117,0.268435687,21.27702141
icr038156,39.57732391,11.32659245,East Africa,Ethiopia,Kutaber,4,4,Topsoil,46.282,79.892,91.293,96.981,1.64,1.64,0,0.14,6.19,3152.598,8503.174,1181.682,128.976,2.98,145.21,24.13,0.373010087,8.87732745,0.264593791,35.88958157,52789.55639,6536.499575,32.26126087,62.61308822,26.68471136,64455.9833,3403.526312,7876.850146,1719.591494,210.6845914,58.74554469,309.5214634,13.92305991,151.6276388,107.9681677,Cropland,21-02-11,2802,2.7,11,9,Sloping,Mountainous highland,Midslope,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"it is a croplandfor sorghum, barley, maize and wheat. it hasfew forbs. it has eucalyptus trees around it.",Yes,1,0,0,0,the land has been used for farming for more than 20 years.,3,3,3,3,Rill,Rill,Rill,Rill,Structural,1,terrace made of stones and soil.,50,20,50,40,,NA,NA,NA,NA,NA,NA,icr038154,5.3603,12.596,36.6083,5.8774,1.9613,16.7371,9.277812168,19.30201912,242.2632428,0.266489567,260.62,62.49561351,323.1156135,0.885248256,32,1.1,27,14.27083339,929,1697,0.908871429,3.608,0.268435687,21.27702141
icr038158,39.57382965,11.32730293,East Africa,Ethiopia,Kutaber,4,5,Topsoil,33.795,67.243,80.35,91.422,1.03,1.03,0,0.09,6.58,2945.914,5791.417,874.946,1239.957,8.34,131.58,29.92,0.530857018,9.106749916,0.279594506,44.19770319,57006.07092,10463.57636,23.10968326,12.39859434,3.670788942,68253.61994,2730.245266,10013.96649,1536.169474,334.4050346,19.08932919,1063.665404,6.334004315,95.45774595,107.6745653,Cropland,21-02-11,2776,2,6,10,Sloping,Mountainous highland,Midslope,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,"graminoids,the farm is not fallowed  currentely",Yes,1,0,0,0,maize  and barely  are the main used on this plote,1,1,1,1,Sheet,Sheet,Sheet,Sheet,Structural,1,soil terrace,50,20,50,20,,NA,NA,NA,NA,NA,NA,icr038154,5.3603,12.596,36.6083,5.8774,1.9613,16.7371,9.277812168,19.30201912,242.2632428,0.273757464,260.62,62.49561351,323.1156135,0.885248256,34,1.13,29,15.22083328,917,1737,0.869757143,2.3278,0.268435687,21.27702141
icr038162,39.57367325,11.32533169,East Africa,Ethiopia,Kutaber,4,8,Topsoil,56.174,79.662,90.357,95.832,1.18,1.18,0,0.11,6.52,3031.571,6435.44,959.931,1075.359,7.38,136.22,23.21,0.60822234,8.627160877,0.249090142,34.76703677,55989.28502,8597.051478,26.75325974,24.13889504,8.092374672,68447.28944,3416.596401,8443.670181,1640.131322,259.9269839,28.05895557,1040.60725,7.728365372,111.7140094,105.0302467,Cropland,21-02-11,2741,2,17,11,Sloping,Mountainous highland,Midslope,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,it is a cropland and harvesred wheat  this year,Yes,1,1,0,0,they use the land for wheat for many years,1,1,2,2,Sheet,Sheet,Sheet,Sheet,Structural,0,soil terrace,20,17,20,18,,NA,NA,NA,NA,NA,NA,icr038154,5.3603,12.596,36.6083,5.8774,1.9613,16.7371,9.277812168,19.30201912,242.2632428,0.273757464,260.62,62.49561351,323.1156135,0.885248256,33,1.13,27,15.22083328,917,1737,0.869757143,2.6668,0.268435687,21.27702141
icr038167,39.57783127,11.32202816,East Africa,Ethiopia,Kutaber,4,13,Topsoil,49.81,76.603,89,94.9,2.6,2.6,0,0.21,6.4,3624.762,9429.469,981.409,681.878,8.42,163.08,31.89,0.518168638,12.1483153,0.190755668,47.9188584,61754.2189,10716.30344,33.39066083,24.56260891,15.77538823,76872.25345,4074.825413,10794.32158,1757.371756,286.0304885,30.24252778,683.8157469,7.241006622,234.7848572,106.0417883,Cropland,21-02-11,2707,2,11,37,Steep,Mountainous highland,Midslope,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cultivated for wheat and barley annually. it has grasses in plot 3 and 4. it has also got very few forbs.,Yes,1,0,0,0,the plot is partly cultivated in plots a and 2 and partly grazed in plots 3 and 4.  the plot has been usedfor the same purpose for more than 20 years.,3,3,3,3,Rill,Rill,Rill,Rill,Structural,1,terrace made of stones and soil.,50,45,20,0,this plot replaced 4.6 because it iwas in a gorge.,NA,NA,NA,NA,NA,NA,icr038154,5.3603,12.596,36.6083,5.8774,1.9613,16.7371,9.277812168,19.30201912,242.2632428,0.264066935,260.62,63.92566133,324.5456613,0.889166195,33,1.09,27,14.67083331,923,1712,0.875142857,5.668,0.268435687,21.27702141
icr038169,39.57459641,11.3239603,East Africa,Ethiopia,Kutaber,4,14,Topsoil,27.316,60.699,74.181,87.282,1.87,1.87,0,0.17,6.29,4565.024,8818.796,1147.208,626.952,10.26,220.67,23.65,0.750700675,8.401963943,0.165002597,34.72461912,92552.92375,6731.102769,22.4625112,12.55997278,3.749667855,84488.11303,2841.397384,5492.730948,1811.41145,213.35603,15.61414697,580.5696305,8.733832636,184.2243325,123.7146042,Cropland,21-02-11,2708,1.7,13,32,Steep,Mountainous highland,Midslope,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,it is a farmland for teff and wheat cultivation. it ha very few forbs. there are eucalyptus and juniper trees outside the plot.,Yes,1,0,0,0,the land has been used for cultivation for more than 20 years.,3,3,3,3,Rill,Rill,Rill,Rill,Structural,1,terrace made of stone and soil.,20,20,20,20,this plot replaces plot 4.1 because it is situated at a gorge cliff,NA,NA,NA,NA,NA,NA,icr038154,5.3603,12.596,36.6083,5.8774,1.9613,16.7371,9.277812168,19.30201912,242.2632428,0.2689122,260.62,63.56585517,324.1858552,0.888180425,32,1.11,27,15.75833335,920,1754,0.869757143,4.1514,0.268435687,21.27702141
icr038176,39.59215927,11.2642622,East Africa,Ethiopia,Kutaber,5,4,Topsoil,NA,NA,NA,NA,3.39,3.39,0,0.31,5.88,4783.805,16151.7,961.119,344.482,4.84,236.23,23,0.250126653,11.88031215,0.250818473,37.24567897,67632.66891,7202.272498,41.51474313,106.1090654,37.51320531,73819.26665,1910.652896,10604.42107,1362.019139,434.891707,70.74749207,551.9877345,8.236008987,314.5115742,89.41730052,Woodland,24-02-11,2925,1.5,3,3,Level,Mountainous highland,Ridge/Crest,0,0,0,0,1,1,1,1,0,1,0,0,0,1,4,5,4,4,5,5,5,5,eucalyptus trees and shrubs.  it is also covered by grasses. it has got few forbs.,No,0,1,1,0,it was a grassland before 8 years. since 8 years ago eucalyptus trees are plante.,2,2,2,2,Rill,Rill,Rill,Rill,None,0,,50,50,50,50,,NA,NA,NA,NA,NA,NA,icr038170,0.3431,10.3146,54.7699,0,11.8843,6.3059,20.60163272,19.30201912,242.2632428,0.2689122,260.62,60.50106976,321.1210698,0.879783753,35,1.11,28,14.41666673,963,1674,1.1558,7.5258,0.333652824,20.68756676
icr038191,39.59731674,11.28712463,East Africa,Ethiopia,Kutaber,6,2,Topsoil,43.027,79.891,90.843,97.216,2.81,2.81,0,0.24,5.76,3533.429,31386.3,1137.148,495.173,4.79,288.45,32.91,0.183929673,14.68079052,0.311013602,52.03578972,70588.60624,8606.529345,37.7942404,91.52525283,50.35556373,86494.75727,1836.908101,9675.053295,1600.505077,278.3494737,61.34383048,722.0219006,6.459279565,239.461369,85.77827367,Grassland,23-02-11,2612,1.8,0.5,0.5,Level,Mountainous highland,Bottomland,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,it is coveredby short grasses,Yes,0,1,0,0,it has been used as a grasslandfor more than 20 years. there is a streamcrossind it.,1,1,1,1,Sheet,Sheet,Sheet,Sheet,None,0,,50,0,50,50,,NA,NA,NA,NA,NA,NA,icr038189,1.266,6.8924,41.0188,0,7.7977,22.5906,10.31141061,19.30201912,242.2632428,0.266489567,260.62,193.2687646,453.8887646,1.243530862,34,1.1,30,15.43333334,951,1727,1.148985714,6.182,0.306586474,22.25955963
icr038193,39.59342194,11.28139973,East Africa,Ethiopia,Kutaber,6,3,Topsoil,36.582,70.323,81.45,89.991,2.78,2.78,0,0.22,6.24,3313.89,6494.4,847.545,559.368,4.42,123.07,23.71,0.558678178,9.783499657,0.178108907,36.97764521,51410.84677,8403.749875,38.05622286,22.50283744,20.01879398,78078.88789,2626.282527,7145.068873,1567.178235,543.0628057,29.64677786,432.7881577,8.38707678,213.646563,90.32462541,Grassland,23-02-11,2719,2,35,35,Steep,Mountainous highland,Midslope,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,0,1,0,5,5,5,5,it is a grassland -both long and short.ithas very few eucalyptus and jiniper trees and very few shrubs and forbs. in its upslope it is surrounded by eucalyptus  and juniper trees.,Yes,0,0,0,0,it is a grassland for more than 20 years. it is bordered immediately by farmlands in its downslope.,1,1,1,1,Gully/Mass,Gully/Mass,Gully/Mass,Gully/Mass,None,0,,10,35,35,35,,NA,NA,NA,NA,NA,NA,icr038189,1.266,6.8924,41.0188,0,7.7977,22.5906,10.31141061,19.30201912,242.2632428,0.256799037,260.62,133.6229708,394.2429708,1.080117728,33,1.06,29,15.21250014,956,1713,1.079728571,5.8936,0.306586474,22.25955963
icr038197,39.59400177,11.28927708,East Africa,Ethiopia,Kutaber,6,5,Topsoil,26.804,69.883,83.199,92.086,2.53,2.53,0,0.22,6.08,2539.296,4485.8,965.658,243.47,8.56,112.69,22.52,0.610533173,4.433594011,0.138808267,28.82438531,37158.87933,5725.655549,17.41323176,29.99716891,12.77643085,43258.77204,1884.070044,3843.668325,1400.930883,167.1023418,26.14482601,469.0710653,18.58621866,229.2242697,131.1669325,Cropland,23-02-11,2653,3.2,24,29,Steep,Mountainous highland,Footslope,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,3,0,1,0,2,2,"partly cultivated plot 1 and 2, plot 3 with eucaliptes trees, 4 on a rocky,",Yes,1,1,1,0,"the land is cultivated  for next crop season plot 1 and 2, upper side covered with eucaliptes trees.",3,3,3,3,Sheet,Sheet,Sheet,Sheet,Structural,1,stone ans soil terrace,20,10,0,10,,NA,NA,NA,NA,NA,NA,icr038189,1.266,6.8924,41.0188,0,7.7977,22.5906,9.277812168,19.30201912,242.2632428,0.25922167,260.62,121.2023127,381.8223127,1.046088528,32,1.07,28,15.43333334,951,1727,1.096114286,5.4142,0.306586474,22.25955963
icr038200,39.59297562,11.28449821,East Africa,Ethiopia,Kutaber,6,7,Topsoil,69.099,85.356,90.191,95.717,1.88,1.88,0,0.17,5.9,1739.425,3799.1,563.138,320.348,24.68,159.96,18.35,0.891412996,7.251806756,0.131632776,25.76757949,50574.79341,4590.150269,25.97549796,26.67202207,28.17192861,81785.70606,1211.022512,2896.915213,988.4407474,156.2031824,37.02477785,994.8719089,13.15987982,168.0590602,141.0012832,Bushland,23-02-11,2495,2.1,20,5,Steep,Mountainous highland,Footslope,0,0,0,0,1,1,1,1,0,1,0,0,0,1,2,0,5,2,5,5,5,5,it has eucalyptus trees and shrubs. it has also short grasses and few forbs.,No,0,1,1,0,part of the land -about 50 percent- is covered by grasses only. the remaining is covered by eucalyptus trees.  the eucalyptus covered plot was a grassland before 5 years.,2,2,2,2,Gully/Mass,Gully/Mass,Gully/Mass,Gully/Mass,Structural,1,terrace made of stones and soil.,50,50,20,50,,NA,NA,NA,NA,NA,NA,icr038189,1.266,6.8924,41.0188,0,7.7977,22.5906,17.68110244,19.30201912,242.2632428,0.264066935,260.62,185.6917438,446.3117438,1.222771901,32,1.09,28,15.43333334,951,1727,1.248328571,4.0984,0.306586474,22.25955963
icr038202,39.59861755,11.28509045,East Africa,Ethiopia,Kutaber,6,8,Topsoil,36.779,69.677,82.088,92.145,5.06,5.06,0,0.47,5.57,3686.119,16108.5,521.247,528.519,17.56,214.41,31.43,0.243350217,15.3593081,0.571609685,51.64673131,64540.43827,9103.943916,32.47982458,79.6018829,49.58272971,66821.41999,1595.38074,10353.68163,838.0326811,441.1904212,56.54483889,722.0474919,6.03131299,479.9486197,99.28173339,Grassland,23-02-11,2591,1.6,1,1,Level,Mountainous highland,Bottomland,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,totally it is grassland,Yes,0,1,0,0,totally for grazing,1,1,1,1,None,None,None,None,None,0,,50,50,50,50,,NA,NA,NA,NA,NA,NA,icr038189,1.266,6.8924,41.0188,0,7.7977,22.5906,10.31141061,19.30201912,242.2632428,0.264066935,260.62,67.56814671,328.1881467,0.899145607,34,1.09,32,15.43333334,951,1727,1.144157143,11.0308,0.306586474,22.25955963
icr038218,39.59435272,11.30890274,East Africa,Ethiopia,Kutaber,7,6,Topsoil,40.507,71.517,82.863,92.96,6.2,6.2,0,0.55,4.99,3460.467,18032.5,265.682,328.824,7.68,300.52,20.47,0.238010959,6.187171754,0.527660277,30.77868555,50305.74907,5903.926324,25.10698836,72.86934945,36.26922209,61918.8107,2034.632954,5728.094718,493.6307969,263.540804,50.41618194,653.0641823,12.47304635,482.4727516,72.02198907,Grassland,22-02-11,2539,2,0.9,0.8,Level,Mountainous highland,Bottomland,0,0,0,0,0,1,1,0,0,0,1,0,0,0,3,0,3,3,5,5,5,5,"it is a grassland with few shrubs, juniper. it has got eucalyptus trees around it, outside the plot.",Yes,0,0,0,0,the land area is a school constructed before 30 years. it is surrounded by farmland.,1,1,1,1,Sheet,Sheet,Sheet,Sheet,None,0,,50,50,50,50,"since it is a school, it is considered he e as an urban activity and its impact on habitat is taken into account.",22,1.9,1.0307,0.0019,199,-13.56,icr038216,2.0221,15.9894,38.6467,0,12.2144,17.4051,10.31141061,19.30201912,242.2632428,0.273757464,260.62,178.606721,439.226721,1.203360879,33,1.13,28,15.25833346,924,1731,1.094285714,14.012,0.306586474,22.25955963
icr038227,39.59209442,11.32841492,East Africa,Ethiopia,Kutaber,8,1,Topsoil,18.705,56.684,73.084,87.815,1.31,1.3,0,0.12,6.49,1773.843,1111.1,512.768,576.7,66.34,126.23,30.67,6.97147767,10.75821262,0.574618804,49.85868558,46916.46105,10965.87816,7.513973277,12.75283327,8.683085982,38562.59851,10935.88582,7838.72491,1180.736611,264.1063649,12.02388774,633.447148,18.01893801,142.5813888,197.5966396,Cropland,07-03-11,2673,2.4,21,25,Steep,Mountainous highland,Ridge/Crest,0,0,0,1,0,1,1,1,1,0,0,1,1,0,2,2,1,1,3,3,3,3,it is a farmland for cultivating barley and wheat. the plot has euphobia bussei and amerare -local name-vegetations. the e are eucalyptus trees close to it in the upslope direction.,Yes,1,1,0,0,it is afarmland being used for more than 20 years,3,3,3,3,Rill,Rill,Rill,Rill,None,0,,18,20,5,45,,18.4,2,1.0271,0.002,212,-19.21,icr038234,2.0971,0,55.2098,0,1.0206,22.1928,9.277812168,19.30201912,242.2632428,0.264066935,260.62,60.6615532,321.2815532,0.880223433,31,1.09,29,16.0875,920,1775,1.015257143,2.834,0.306586474,22.25955963
icr038229,39.59220886,11.33040524,East Africa,Ethiopia,Kutaber,8,2,Topsoil,16.29,54.338,70.219,85.191,1.95,1.85,0.1,0.17,7.02,2241.171,1871.4,955.034,1643.267,220.76,291.59,28.77,4.045223881,9.778610097,0.84819755,40.70631068,31408.30737,14761.47715,10.39472667,10.74350723,8.591261913,30033.23995,8686.413694,7088.728886,1530.180474,518.288794,11.94888167,1671.927301,21.51110583,240.4559793,223.0378254,Cropland,07-03-11,2744,1.9,8,12,Sloping,Mountainous highland,Midslope,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,2,0,2,3,3,3,3,the plot is a farmland composed of eucalyptus;ficus sp. and forbs.the farmland is covered with maize,Yes,1,1,1,0,the land was a farmland for more than 20 years,3,3,3,3,Rill,Rill,Rill,Rill,None,0,,35,20,10,34,,NA,NA,NA,NA,NA,NA,icr038234,2.0971,0,55.2098,0,1.0206,22.1928,9.277812168,19.30201912,242.2632428,0.25922167,260.62,60.6615532,321.2815532,0.880223433,35,1.07,28,16.0875,920,1775,1.015257143,3.959,0.306586474,22.25955963
icr038236,39.59096909,11.32820988,East Africa,Ethiopia,Kutaber,8,6,Topsoil,22.129,59.451,73.815,87.541,2.44,2.44,0,0.21,6.52,2138.461,3396.2,1240.602,1578.534,75.36,134,24.68,3.63761419,6.280543065,0.467056144,33.38256761,34230.09548,11115.3655,18.1824999,28.42009149,21.715558,33848.62642,6864.559503,6475.546816,1661.559226,179.3284948,33.00219023,1941.526622,14.7203918,220.7494188,148.2451108,Grassland,07-03-11,2675,2.4,20,28,Steep,Mountainous highland,Midslope,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,the plot is covered with grasses and there are eucalyptus trees around it,Yes,0,1,0,0,the plot was a grazing land for more than 20 years,3,3,3,3,Rill,Rill,Rill,Rill,None,0,,5,20,0,4,,NA,NA,NA,NA,NA,NA,icr038234,2.0971,0,55.2098,0,1.0206,22.1928,10.31141061,19.30201912,242.2632428,0.261644302,260.62,174.980162,435.600162,1.193425101,33,1.08,29,15.04999995,919,1731,1.015257143,5.2704,0.268435687,21.27702141
icr038237,39.5904007,11.32906532,East Africa,Ethiopia,Kutaber,8,7,Topsoil,NA,NA,NA,NA,1.71,1.7,0,0.16,6.5,2215.004,2310.3,1136.264,536.634,30.82,89.5,22.08,1.508190216,6.296529512,0.443942375,30.24584544,35958.72177,11556.62982,12.70768012,17.16137886,7.56014146,31878.28275,4805.996548,6774.737787,1463.107423,205.9580651,19.26806654,888.6964913,13.13955228,171.2079748,132.0039828,Cropland,07-03-11,2665,2.7,5,70,Composite,Mountainous highland,Footslope,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3,5,4,it is a farmland for cultivating barley and wheat. it has got few forbs. there are eucalyptus  trees close to it.,Yes,1,1,0,0,it is being usedas both afarmland and a grazing land. it has been used same for more than 20 years.,2,2,2,2,Rill,Rill,Rill,Rill,Structural,1,terrace made of stones and soil,20,32,8,20,,NA,NA,NA,NA,NA,NA,icr038234,2.0971,0,55.2098,0,1.0206,22.1928,9.277812168,19.30201912,242.2632428,0.261644302,260.62,174.980162,435.600162,1.193425101,30,1.08,29,15.04999995,919,1731,1.015257143,3.672,0.268435687,21.27702141
icr038239,39.59345627,11.33263302,East Africa,Ethiopia,Kutaber,8,8,Topsoil,85.428,95.295,95.608,95.723,3.84,3.84,0,0.27,6.09,6430.137,24685.3,795.398,695.643,6.38,236.78,29.26,0.343302963,11.03234158,0.204910925,44.19930157,81003.33612,8630.517614,40.35911939,20.78729383,43.43640724,91088.92841,1926.1607,15075.91598,1241.09874,283.3488921,53.89253726,584.344203,6.037951513,294.1245556,107.5320005,Other,07-03-11,2363,2,31,29,Steep,High gradient mountain,Midslope,0,0,0,0,1,1,1,1,0,1,1,0,1,0,4,4,3,2,3,3,3,2,eucaliptes trees and few sypress trees are seen on this plot .grass are also cover the plot .,Yes,0,1,1,0,eucaliptes ;sypress ;grass cover the plot .more eucaliptes trees are on the plot.plot 1 and 2 are mostly coverd by eucaliptes trees and it is very steep slope [down],2,2,2,2,Rill,Rill,Rill,Rill,None,0,,20,20,20,18,,NA,NA,NA,NA,NA,NA,icr038234,2.0971,0,55.2098,0,1.0206,22.1928,18.74832657,19.30201912,242.2632428,0.254376405,260.62,59.54239834,320.1623983,0.877157256,32,1.05,29,16.0875,920,1775,0.8975,8.064,0.306586474,22.25955963
icr038242,39.59540176,11.33280659,East Africa,Ethiopia,Kutaber,8,10,Topsoil,44.944,74.729,83.919,91.815,2.63,2.63,0,0.25,6.6,2647.392,3693.812,870.052,688.718,76.36,148.74,26.51,3.216064865,7.899600505,0.170749591,36.98864382,46780.73671,8807.765218,20.10696272,28.59482971,17.13864719,49930.33754,5319.978375,6682.336057,1323.239483,190.1656768,29.70352333,820.5000235,12.07207152,282.6971861,127.6925419,Cropland,07-03-11,2264,1.6,15,17,Sloping,Medium gradient hill,Midslope,0,0,0,1,1,1,1,1,0,1,1,1,1,0,2,0,0,3,2,2,1,1,barely is harvested from the plot .,Yes,1,1,1,0,teff ;sorghoum are main crop of the land for many years .maiz ;beens ;wheat ;linttles are also paracised on the plot .it is very near to home stead .plot 2;3 and 4 farm lands.,1,1,2,1,Sheet,Sheet,Sheet,Sheet,Structural,1,stone terrace,50,27,20,50,,24.1,1.7,1.0328,0.0017,192,-19.61,icr038234,2.0971,0,55.2098,0,1.0206,22.1928,9.277812168,19.30201912,242.2632428,0.2689122,260.62,61.23857743,321.8585774,0.881804322,34,1.11,30,16.0875,920,1775,0.8975,5.8386,0.306586474,22.25955963
icr038249,39.62216949,11.26413727,East Africa,Ethiopia,Kutaber,9,4,Topsoil,88.896,97.52,97.637,97.637,4.04,4.04,0,0.31,6.99,4232.065,10097.26,835.779,585.506,5.62,131.44,36.57,0.436578267,11.86535572,0.161110802,49.41619337,54117.05065,15608.81648,38.45752254,110.8859142,46.73737466,63349.22789,1703.692229,14344.88303,1175.481695,1519.534116,78.70305344,674.5232048,4.495988249,352.4226572,75.32269265,Forest,26-02-11,2714,2.9,45,45,Steep,Mountainous highland,Midslope,0,0,0,0,1,1,1,1,0,0,1,0,0,0,2,5,5,5,5,5,5,5,"it is dominantly covered with juniper trees and shrubs. it has woira -local name, jurinebagia, agam-local name, embis-local name, short and long grasses and many shrubs and forbs",Yes,0,1,0,0,it hasbeenforested for more than 20 years,3,3,3,3,Gully/Mass,Gully/Mass,Gully/Mass,Gully/Mass,None,0,,10,30,20,20,,NA,NA,NA,NA,NA,NA,icr038251,3.0994,9.7182,48.049,0,7.1216,11.6568,34.48656825,19.30201912,242.2632428,0.266489567,260.62,117.5588992,378.1788992,1.036106573,29,1.1,29,15.18333326,953,1718,1.113442857,8.888,0.333652824,20.68756676
